cfs Mean,hcbs Mean,cfs Median,hcbs Median,cfs Std Dev,hcbs Std Dev,T-test p-value,Mann-Whitney U p-value
0.068424606886777,0.06857423412920247,0.0834705829620361,0.08203017711639399,0.029438547156990548,0.029714736167219178,0.4261114692836324,4.155599187927771e-05
